step,date,action,balance,shares_held,price,avg_buy_price,total_asset,reward,real_shares_bought,real_shares_sold
173,2025-04-29,2,1320.4098472595228,0.0,211.2100067138672,0.0,1320.4098472595228,[2.7614498],0.0,6.0
174,2025-04-30,1,736.4342144165054,3.0,212.5,194.2700042724609,1373.9342144165053,[-1.111712],3.0,0.0
175,2025-05-01,2,1326.1923216247574,0.0,213.32000732421875,0.0,1326.1923216247574,[4.20487],0.0,3.0
176,2025-05-02,1,745.5533506164568,3.0,205.3500061035156,193.1600036621093,1361.6033689270034,[-1.1113601],3.0,0.0
177,2025-05-05,2,1343.5749270629901,0.0,198.88999938964844,0.0,1343.5749270629901,[5.143793],0.0,3.0
178,2025-05-06,1,728.5473087158223,3.0,198.509994506836,204.6000061035156,1324.0772922363303,[-1.0149858],3.0,0.0
179,2025-05-07,2,1352.4070740966818,0.0,196.25,0.0,1352.4070740966818,[4.4274774],0.0,3.0
180,2025-05-08,1,723.3113977661153,3.0,197.4900054931641,209.27999877929688,1315.7814142456077,[-1.1164687],3.0,0.0
181,2025-05-09,1,91.63055960083216,6.0,198.52999877929688,209.70999908447266,1282.8105522766134,[0.41819766],3.0,0.0
182,2025-05-12,0,91.63055960083216,6.0,210.7899932861328,209.70999908447266,1356.370519317629,[0.96626276],0.0,0.0
